"forecast_date","target","target_end_date","location","type","quantile","value"
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.01,662
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.025,750
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.05,830
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.1,924
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.15,990
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.2,1044
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.25,1089
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.3,1130
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.35,1168
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.4,1204
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.45,1239
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.5,1274
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.55,1309
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.6,1345
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.65,1381
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.7,1420
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.75,1461
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.8,1508
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.85,1560
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.9,1625
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.95,1723
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.975,1804
"2022-02-14","1 wk ahead inc flu hosp","2022-02-19","US","quantile",0.99,1890
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.01,305
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.025,451
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.05,580
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.1,731
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.15,832
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.2,914
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.25,985
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.3,1050
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.35,1110
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.4,1167
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.45,1221
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.5,1275
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.55,1328
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.6,1382
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.65,1438
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.7,1498
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.75,1562
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.8,1634
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.85,1717
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.9,1820
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.95,1971
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.975,2096
"2022-02-14","2 wk ahead inc flu hosp","2022-02-26","US","quantile",0.99,2241
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.01,79
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.025,235
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.05,397
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.1,588
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.15,720
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.2,823
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.25,913
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.3,994
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.35,1069
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.4,1139
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.45,1207
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.5,1274
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.55,1343
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.6,1410
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.65,1481
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.7,1556
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.75,1636
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.8,1726
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.85,1830
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.9,1963
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.95,2153
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.975,2318
"2022-02-14","3 wk ahead inc flu hosp","2022-03-05","US","quantile",0.99,2506
"2022-02-14","4 wk ahead inc flu hosp","2022-03-12","US","quantile",0.01,3
"2022-02-14","4 wk ahead inc flu hosp","2022-03-12","US","quantile",0.025,87
"2022-02-14","4 wk ahead inc flu hosp","2022-03-12","US","quantile",0.05,253
"2022-02-14","4 wk ahead inc flu hosp","2022-03-12","US","quantile",0.1,472
"2022-02-14","4 wk ahead inc flu hosp","2022-03-12","US","quantile",0.15,625
"2022-02-14","4 wk ahead inc flu hosp","2022-03-12","US","quantile",0.2,747
"2022-02-14","4 wk ahead inc flu hosp","2022-03-12","US","quantile",0.25,851
"2022-02-14","4 wk ahead inc flu hosp","2022-03-12","US","quantile",0.3,944
"2022-02-14","4 wk ahead inc flu hosp","2022-03-12","US","quantile",0.35,1031
"2022-02-14","4 wk ahead inc flu hosp","2022-03-12","US","quantile",0.4,1114
