"forecast_date","target","target_end_date","location","type","quantile","value"
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.01,1460
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.025,1470
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.05,1486
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.1,1520
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.15,1554
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.2,1588
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.25,1594
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.3,1600
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.35,1606
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.4,1611
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.45,1866
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.5,2139
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.55,2430
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.6,2740
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.65,2748
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.7,2755
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.75,2763
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.8,2771
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.85,2816
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.9,2862
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.95,2909
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.975,2932
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","quantile",0.99,2946
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.01,975
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.025,1015
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.05,1041
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.1,1097
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.15,1141
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.2,1323
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.25,1593
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.3,1870
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.35,2014
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.4,2073
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.45,2120
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.5,2139
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.55,2158
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.6,2207
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.65,2268
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.7,2428
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.75,2766
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.8,3144
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.85,3445
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.9,3518
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.95,3623
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.975,3674
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","quantile",0.99,3755
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.01,615
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.025,661
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.05,715
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.1,957
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.15,1296
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.2,1465
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.25,1527
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.3,1582
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.35,1627
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.4,1720
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.45,1910
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.5,2139
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.55,2379
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.6,2601
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.65,2715
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.7,2774
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.75,2849
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.8,2936
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.85,3196
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.9,3789
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.95,4313
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.975,4447
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","quantile",0.99,4566
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.01,355
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.025,424
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.05,631
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.1,977
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.15,1076
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.2,1160
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.25,1326
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.3,1546
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.35,1767
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.4,1960
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.45,2062
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.5,2138
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.55,2216
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.6,2323
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.65,2548
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.7,2837
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.75,3151
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.8,3414
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.85,3567
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.9,3758
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.95,4551
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.975,5170
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","quantile",0.99,5409
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","US","point",NA,2139
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","US","point",NA,2139
"2022-01-10","3 wk ahead inc flu hosp","2022-01-29","US","point",NA,2139
"2022-01-10","4 wk ahead inc flu hosp","2022-02-05","US","point",NA,2138
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.01,4
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.025,4
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.05,5
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.1,5
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.15,6
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.2,7
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.25,9
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.3,11
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.35,13
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.4,15
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.45,21
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.5,28
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.55,35
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.6,43
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.65,47
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.7,52
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.75,56
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.8,60
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.85,63
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.9,66
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.95,69
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.975,71
"2022-01-10","1 wk ahead inc flu hosp","2022-01-15","01","quantile",0.99,71
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","01","quantile",0.01,0
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","01","quantile",0.025,0
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","01","quantile",0.05,0
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","01","quantile",0.1,0
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","01","quantile",0.15,2
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","01","quantile",0.2,4
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","01","quantile",0.25,9
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","01","quantile",0.3,14
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","01","quantile",0.35,18
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","01","quantile",0.4,21
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","01","quantile",0.45,25
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","01","quantile",0.5,28
"2022-01-10","2 wk ahead inc flu hosp","2022-01-22","01","quantile",0.55,31
