"forecast_date","target","target_end_date","location","type","quantile","value"
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.01,1763
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.025,1847
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.05,1925
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.1,2018
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.15,2081
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.2,2133
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.25,2178
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.3,2219
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.35,2258
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.4,2295
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.45,2331
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.5,2367
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.55,2404
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.6,2442
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.65,2481
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.7,2523
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.75,2568
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.8,2619
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.85,2678
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.9,2754
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.95,2871
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.975,2971
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.99,3090
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.01,1722
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.025,1867
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.05,1996
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.1,2143
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.15,2246
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.2,2330
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.25,2400
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.3,2465
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.35,2526
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.4,2585
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.45,2642
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.5,2697
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.55,2754
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.6,2813
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.65,2875
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.7,2939
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.75,3010
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.8,3090
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.85,3180
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.9,3297
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.95,3469
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.975,3624
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.99,3806
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.01,1786
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.025,1976
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.05,2142
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.1,2329
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.15,2457
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.2,2560
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.25,2652
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.3,2734
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.35,2812
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.4,2887
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.45,2958
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.5,3029
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.55,3101
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.6,3174
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.65,3252
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.7,3332
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.75,3421
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.8,3518
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.85,3633
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.9,3780
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.95,3999
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.975,4197
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.99,4427
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.01,1886
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.025,2114
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.05,2308
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.1,2534
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.15,2691
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.2,2813
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.25,2921
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.3,3020
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.35,3111
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.4,3197
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.45,3280
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.5,3362
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.55,3445
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.6,3531
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.65,3619
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.7,3714
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.75,3816
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.8,3931
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.85,4066
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.9,4239
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.95,4494
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.975,4717
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","quantile",0.99,4978
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","point",NA,2367
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","point",NA,2697
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","point",NA,3029
"2022-03-07","4 wk ahead inc flu hosp","2022-04-02","US","point",NA,3362
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.01,0
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.025,0
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.05,2
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.1,7
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.15,13
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.2,18
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.25,23
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.3,29
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.35,34
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.4,38
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.45,43
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.5,47
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.55,52
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.6,57
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.65,61
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.7,66
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.75,72
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.8,77
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.85,84
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.9,92
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.95,104
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.975,113
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","01","quantile",0.99,124
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.01,0
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.025,0
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.05,0
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.1,2
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.15,8
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.2,15
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.25,23
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.3,31
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.35,39
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.4,46
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.45,53
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.5,60
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.55,68
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.6,75
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.65,82
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.7,90
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.75,98
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.8,107
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.85,117
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.9,131
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.95,150
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.975,166
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","01","quantile",0.99,184
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","01","quantile",0.01,0
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","01","quantile",0.025,0
