"forecast_date","target","target_end_date","location","type","quantile","value"
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.01,2968
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.025,2985
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.05,3014
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.1,3072
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.15,3127
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.2,3165
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.25,3204
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.3,3241
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.35,3276
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.4,3310
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.45,3336
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.5,3350
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.55,3365
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.6,3391
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.65,3425
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.7,3460
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.75,3497
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.8,3535
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.85,3574
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.9,3629
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.95,3687
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.975,3716
"2022-05-16","1 wk ahead inc flu hosp","2022-05-21","US","quantile",0.99,3733
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.01,2725
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.025,2806
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.05,2889
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.1,2985
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.15,3048
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.2,3104
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.25,3152
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.3,3197
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.35,3239
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.4,3279
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.45,3317
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.5,3350
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.55,3386
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.6,3424
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.65,3463
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.7,3505
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.75,3548
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.8,3597
"2022-05-16","2 wk ahead inc flu hosp","2022-05-28","US","quantile",0.85,3652
