"forecast_date","target","target_end_date","location","type","quantile","value"
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.01,1351
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.025,1464
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.05,1563
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.1,1678
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.15,1755
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.2,1817
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.25,1872
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.3,1921
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.35,1967
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.4,2011
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.45,2053
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.5,2097
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.55,2139
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.6,2184
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.65,2230
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.7,2280
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.75,2334
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.8,2395
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.85,2469
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.9,2564
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.95,2714
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.975,2848
"2022-03-07","1 wk ahead inc flu hosp","2022-03-12","US","quantile",0.99,3001
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.01,1010
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.025,1156
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.05,1294
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.1,1456
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.15,1571
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.2,1667
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.25,1748
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.3,1822
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.35,1893
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.4,1961
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.45,2030
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.5,2096
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.55,2165
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.6,2236
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.65,2310
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.7,2390
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.75,2476
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.8,2577
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.85,2695
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.9,2850
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.95,3089
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.975,3314
"2022-03-07","2 wk ahead inc flu hosp","2022-03-19","US","quantile",0.99,3592
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.01,800
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.025,961
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.05,1116
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.1,1304
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.15,1441
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.2,1558
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.25,1659
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.3,1752
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.35,1840
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.4,1926
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.45,2011
"2022-03-07","3 wk ahead inc flu hosp","2022-03-26","US","quantile",0.5,2097
